date,centre_id,centre_name,centre_type,district_id,medicine_id,medicine_name,medicine_category,current_stock,minimum_stock,maximum_stock,stock_to_min_ratio,days_since_last_restock,last_restock_quantity,dispensed_qty_today,dispensed_qty_7d_avg,dispensed_qty_14d_avg,dispensed_qty_30d_avg,dispensed_qty_7d_std,consumption_trend_7_30,day_of_week,month,is_weekend,is_monsoon,days_until_stockout
2026-05-01,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,498,238,1530,2.092,17,850,43,36.57,35.86,35.5,7.79,1.03,4,5,0,0,60.0
2026-05-02,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,466,238,1530,1.958,18,850,32,38.57,36.14,35.87,7.3,1.075,5,5,1,0,60.0
2026-05-03,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,443,238,1530,1.861,19,850,23,37,36.29,35.5,7.37,1.042,6,5,1,0,60.0
2026-05-04,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,398,238,1530,1.672,20,850,45,36.14,36.14,35.23,8.69,1.026,0,5,0,0,60.0
2026-05-05,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,357,238,1530,1.5,21,850,41,38.57,36.71,35.77,8.4,1.078,1,5,0,0,60.0
2026-05-06,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,325,238,1530,1.366,22,850,32,38.57,36.64,36.37,8.4,1.061,2,5,0,0,60.0
2026-05-07,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,307,238,1530,1.29,23,850,18,37.57,36.86,35.73,8.75,1.051,3,5,0,0,60.0
2026-05-08,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,278,238,1530,1.168,24,850,29,33.43,35,34.7,10.28,0.963,4,5,0,0,60.0
2026-05-09,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,245,238,1530,1.029,25,850,33,31.43,35,34.6,9.43,0.908,5,5,1,0,60.0
2026-05-10,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,220,238,1530,0.924,26,850,25,31.57,34.29,34.43,9.45,0.917,6,5,1,0,60.0
2026-05-11,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,181,238,1530,0.761,27,850,39,31.86,34,34.13,9.17,0.933,0,5,0,0,60.0
2026-05-12,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,131,238,1530,0.55,28,850,50,31,34.79,34.43,7.94,0.9,1,5,0,0,60.0
2026-05-13,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,94,238,1530,0.395,29,850,37,32.29,35.43,35.87,10.23,0.9,2,5,0,0,60.0
2026-05-14,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,912,238,1530,3.832,0,850,32,33,35.29,35.67,10.38,0.925,3,5,0,0,60.0
2026-05-15,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,877,238,1530,3.685,1,850,35,35,34.21,35.33,8.1,0.991,4,5,0,0,60.0
2026-05-16,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,846,238,1530,3.555,2,850,31,35.86,33.64,35.37,7.67,1.014,5,5,1,0,60.0
2026-05-17,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,816,238,1530,3.429,3,850,30,35.57,33.57,34.9,7.83,1.019,6,5,1,0,60.0
2026-05-18,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,776,238,1530,3.261,4,850,40,36.29,34.07,34.6,6.87,1.049,0,5,0,0,60.0
2026-05-19,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,742,238,1530,3.118,5,850,34,36.43,33.71,34.93,6.95,1.043,1,5,0,0,60.0
2026-05-20,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,724,238,1530,3.042,6,850,18,34.14,33.21,35.23,3.53,0.969,2,5,0,0,60.0
2026-05-21,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,682,238,1530,2.866,7,850,42,31.43,32.21,34.6,6.78,0.908,3,5,0,0,60.0
2026-05-22,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,652,238,1530,2.739,8,850,30,32.86,33.93,34.6,7.88,0.95,4,5,0,0,60.0
2026-05-23,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,615,238,1530,2.584,9,850,37,32.14,34,34.63,7.88,0.928,5,5,1,0,60.0
2026-05-24,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,598,238,1530,2.513,10,850,17,33,34.29,34.4,8.06,0.959,6,5,1,0,60.0
2026-05-25,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,549,238,1530,2.307,11,850,49,31.14,33.71,34,10.11,0.916,0,5,0,0,60.0
2026-05-26,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,507,238,1530,2.13,12,850,42,32.43,34.43,34.2,11.84,0.948,1,5,0,0,60.0
2026-05-27,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,471,238,1530,1.979,13,850,36,33.57,33.86,34.63,12.39,0.969,2,5,0,0,60.0
2026-05-28,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,429,238,1530,1.803,14,850,42,36.14,33.79,34.9,10.32,1.036,3,5,0,0,60.0
2026-05-29,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,393,238,1530,1.651,15,850,36,36.14,34.5,34.93,10.32,1.035,4,5,0,0,59.0
2026-05-30,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,371,238,1530,1.559,16,850,22,37,34.57,34.83,9.97,1.062,5,5,1,0,58.0
2026-05-31,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,345,238,1530,1.45,17,850,26,34.86,33.93,34,11.47,1.025,6,5,1,0,57.0
2026-06-01,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,306,238,1530,1.286,18,850,39,36.14,33.64,33.43,9.46,1.081,0,6,0,1,56.0
2026-06-02,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,260,238,1530,1.092,19,850,46,34.71,33.57,33.67,7.8,1.031,1,6,0,1,55.0
2026-06-03,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,221,238,1530,0.929,20,850,39,35.29,34.43,34.43,8.54,1.025,2,6,0,1,54.0
2026-06-04,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,191,238,1530,0.803,21,850,30,35.71,35.93,34.23,8.65,1.043,3,6,0,1,53.0
2026-06-05,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,148,238,1530,0.622,22,850,43,34,35.07,33.87,8.39,1.004,4,6,0,1,52.0
2026-06-06,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,965,238,1530,4.055,0,850,33,35,36,34.23,9.06,1.022,5,6,1,1,51.0
2026-06-07,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,934,238,1530,3.924,1,850,31,36.57,35.71,34.73,7.18,1.053,6,6,1,1,50.0
2026-06-08,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,883,238,1530,3.71,2,850,51,37.29,36.71,34.8,6.13,1.071,0,6,0,1,49.0
2026-06-09,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,846,238,1530,3.555,3,850,37,39,36.86,35.4,8.06,1.102,1,6,0,1,48.0
2026-06-10,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,808,238,1530,3.395,4,850,38,37.71,36.5,35.8,7.45,1.053,2,6,0,1,47.0
2026-06-11,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,779,238,1530,3.273,5,850,29,37.57,36.64,35.77,7.44,1.05,3,6,0,1,46.0
2026-06-12,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,742,238,1530,3.118,6,850,37,37.43,35.71,35.07,7.61,1.067,4,6,0,1,45.0
2026-06-13,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,700,238,1530,2.941,7,850,42,36.57,35.79,35.07,7.21,1.043,5,6,1,1,44.0
2026-06-14,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,683,238,1530,2.87,8,850,17,37.86,37.21,35.4,7.27,1.069,6,6,1,1,43.0
2026-06-15,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,644,238,1530,2.706,9,850,39,35.86,36.57,34.8,10.62,1.03,0,6,0,1,42.0
2026-06-16,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,585,238,1530,2.458,10,850,59,34.14,36.57,35.07,8.53,0.974,1,6,0,1,41.0
2026-06-17,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,542,238,1530,2.277,11,850,43,37.29,37.5,36.03,12.76,1.035,2,6,0,1,40.0
2026-06-18,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,507,238,1530,2.13,12,850,35,38,37.79,36.13,12.95,1.052,3,6,0,1,39.0
2026-06-19,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,468,238,1530,1.966,13,850,39,38.86,38.14,36.17,12.44,1.074,4,6,0,1,38.0
2026-06-20,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,443,238,1530,1.861,14,850,25,39.14,37.86,36.87,12.42,1.062,5,6,1,1,37.0
2026-06-21,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,412,238,1530,1.731,15,850,31,36.71,37.29,36.3,13.39,1.011,6,6,1,1,36.0
2026-06-22,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,375,238,1530,1.576,16,850,37,38.71,37.29,36.33,10.73,1.066,0,6,0,1,35.0
2026-06-23,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,340,238,1530,1.429,17,850,35,38.43,36.29,36.33,10.75,1.058,1,6,0,1,34.0
2026-06-24,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,305,238,1530,1.282,18,850,35,35,36.14,36.93,5.77,0.948,2,6,0,1,33.0
2026-06-25,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,262,238,1530,1.101,19,850,43,33.86,35.93,36.47,4.6,0.928,3,6,0,1,32.0
2026-06-26,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,236,238,1530,0.992,20,850,26,35,36.93,36.5,5.77,0.959,4,6,0,1,31.0
2026-06-27,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,199,238,1530,0.836,21,850,37,33.14,36.14,36.17,6.34,0.916,5,6,1,1,30.0
2026-06-28,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,173,238,1530,0.727,22,850,26,34.86,35.79,36,5.3,0.968,6,6,1,1,29.0
2026-06-29,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,137,238,1530,0.576,23,850,36,34.14,36.43,35.67,6.18,0.957,0,6,0,1,28.0
2026-06-30,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,92,238,1530,0.387,24,850,45,34,36.21,36.13,6.11,0.941,1,6,0,1,27.0
2026-07-01,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,48,238,1530,0.202,25,850,44,35.43,35.21,36.77,7.41,0.964,2,7,0,1,26.0
2026-07-02,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,867,238,1530,3.643,0,850,31,36.71,35.29,36.93,8.08,0.994,3,7,0,1,25.0
2026-07-03,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,838,238,1530,3.521,1,850,29,35,35,36.43,7.79,0.961,4,7,0,1,24.0
2026-07-04,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,792,238,1530,3.328,2,850,46,35.43,34.29,36.1,7.28,0.981,5,7,1,1,23.0
2026-07-05,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,770,238,1530,3.235,3,850,22,36.71,35.79,36.63,8.32,1.002,6,7,1,1,22.0
2026-07-06,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,723,238,1530,3.038,4,850,47,36.14,35.14,35.93,9.26,1.006,0,7,0,1,21.0
2026-07-07,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,687,238,1530,2.887,5,850,36,37.71,35.86,36.4,10.13,1.036,1,7,0,1,20.0
2026-07-08,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,653,238,1530,2.744,6,850,34,36.43,35.93,36.57,9.61,0.996,2,7,0,1,19.0
2026-07-09,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,616,238,1530,2.588,7,850,37,35,35.86,36,9.02,0.972,3,7,0,1,18.0
2026-07-10,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,563,238,1530,2.366,8,850,53,35.86,35.43,36,8.86,0.996,4,7,0,1,17.0
2026-07-11,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,524,238,1530,2.202,9,850,39,39.29,37.36,36.5,10.29,1.076,5,7,1,1,16.0
2026-07-12,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,503,238,1530,2.113,10,850,21,38.29,37.5,36.83,9.86,1.039,6,7,1,1,15.0
2026-07-13,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,459,238,1530,1.929,11,850,44,38.14,37.14,36.3,10.14,1.051,0,7,0,1,14.0
2026-07-14,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,419,238,1530,1.761,12,850,40,37.71,37.71,36.37,9.76,1.037,1,7,0,1,13.0
2026-07-15,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,380,238,1530,1.597,13,850,39,38.29,37.36,37.13,9.76,1.031,2,7,0,1,12.0
2026-07-16,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,339,238,1530,1.424,14,850,41,39,37,37.13,9.57,1.05,3,7,0,1,11.0
2026-07-17,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,315,238,1530,1.324,15,850,24,39.57,37.71,36.53,9.55,1.083,4,7,0,1,10.0
2026-07-18,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,279,238,1530,1.172,16,850,36,35.43,37.36,35.9,9.03,0.987,5,7,1,1,9.0
2026-07-19,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,253,238,1530,1.063,17,850,26,35,36.64,35.93,8.91,0.974,6,7,1,1,8.0
2026-07-20,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,211,238,1530,0.887,18,850,42,35.71,36.93,35.5,7.72,1.006,0,7,0,1,7.0
2026-07-21,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,170,238,1530,0.714,19,850,41,35.43,36.57,36.07,7.39,0.982,1,7,0,1,6.0
2026-07-22,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,132,238,1530,0.555,20,850,38,35.57,36.93,36.4,7.5,0.977,2,7,0,1,5.0
2026-07-23,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,102,238,1530,0.429,21,850,30,35.43,37.21,36.43,7.44,0.972,3,7,0,1,4.0
2026-07-24,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,60,238,1530,0.252,22,850,42,33.86,36.71,36.27,7.22,0.934,4,7,0,1,3.0
2026-07-25,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,19,238,1530,0.08,23,850,41,36.43,35.93,36.5,6.27,0.998,5,7,1,1,2.0
2026-07-26,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,1,238,1530,0.004,24,850,18,37.14,36.07,36.43,6.49,1.019,6,7,1,1,1.0
2026-07-27,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,25,850,1,36,35.86,36.17,9.0,0.995,0,7,0,1,0.0
2026-07-28,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,26,850,0,30.14,32.79,34.97,15.46,0.862,1,7,0,1,0.0
2026-07-29,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,27,850,0,24.29,29.93,34.1,18.19,0.712,2,7,0,1,0.0
2026-07-30,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,28,850,0,18.86,27.14,32.9,19.07,0.573,3,7,0,1,0.0
2026-07-31,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,29,850,0,14.57,24.21,31.4,19.51,0.464,4,7,0,1,0.0
2026-08-01,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,30,850,0,8.57,22.5,29.93,15.77,0.286,5,8,1,1,0.0
2026-08-02,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,31,850,0,2.71,19.93,28.9,6.75,0.094,6,8,1,1,0.0
2026-08-03,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,0,238,1530,0.0,32,850,0,0.14,18.07,27.93,0.38,0.005,0,8,0,1,0.0
2026-08-04,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,806,238,1530,3.387,0,850,44,0,15.07,26.4,0.0,0.0,1,8,0,1,60.0
2026-08-05,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,774,238,1530,3.252,1,850,32,6.29,15.29,27.13,16.63,0.232,2,8,0,1,60.0
2026-08-06,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,745,238,1530,3.13,2,850,29,10.86,14.86,26.63,18.86,0.408,3,8,0,1,60.0
2026-08-07,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,705,238,1530,2.962,3,850,40,15,14.79,26.4,19.26,0.568,4,8,0,1,60.0
2026-08-08,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,665,238,1530,2.794,4,850,40,20.71,14.64,26.6,19.99,0.779,5,8,1,1,60.0
2026-08-09,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,644,238,1530,2.706,5,850,21,26.43,14.57,26.7,18.76,0.99,6,8,1,1,60.0
2026-08-10,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,596,238,1530,2.504,6,850,48,29.43,14.79,25.63,15.16,1.148,0,8,0,1,60.0
2026-08-11,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,556,238,1530,2.336,7,850,40,36.29,18.14,25.93,9.39,1.399,1,8,0,1,60.0
2026-08-12,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,508,238,1530,2.134,8,850,48,35.71,21,26.57,8.96,1.344,2,8,0,1,60.0
2026-08-13,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,475,238,1530,1.996,9,850,33,38,24.43,26.7,9.85,1.423,3,8,0,1,60.0
2026-08-14,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,439,238,1530,1.845,10,850,36,38.57,26.79,26.47,9.34,1.457,4,8,0,1,60.0
2026-08-15,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,397,238,1530,1.668,11,850,42,38,29.36,26.37,9.36,1.441,5,8,1,1,60.0
2026-08-16,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,366,238,1530,1.538,12,850,31,38.29,32.36,26.4,9.46,1.45,6,8,1,1,60.0
2026-08-17,6,Chennai Central CHC,CHC,2,8,Omeprazole,Gastrointestinal,330,238,1530,1.387,13,850,36,39.71,34.57,26.63,6.8,1.491,0,8,0,1,60.0
2025-08-18,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,732,224,1440,3.268,12,800,38,32.0,32.0,32.0,0.0,1.0,0,8,0,1,60.0
2025-08-19,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,696,224,1440,3.107,13,800,36,38,38,38,0.0,1.0,1,8,0,1,60.0
2025-08-20,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,659,224,1440,2.942,14,800,37,37,37,37,1.41,1.0,2,8,0,1,60.0
2025-08-21,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,622,224,1440,2.777,15,800,37,37,37,37,1.0,1.0,3,8,0,1,60.0
2025-08-22,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,587,224,1440,2.621,16,800,35,37,37,37,0.82,1.0,4,8,0,1,60.0
2025-08-23,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,561,224,1440,2.504,17,800,26,36.6,36.6,36.6,1.14,1.0,5,8,1,1,60.0
2025-08-24,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,533,224,1440,2.379,18,800,28,34.83,34.83,34.83,4.45,1.0,6,8,1,1,60.0
2025-08-25,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,493,224,1440,2.201,19,800,40,33.86,33.86,33.86,4.81,1.0,0,8,0,1,60.0
2025-08-26,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,460,224,1440,2.054,20,800,33,34.14,34.62,34.62,5.15,0.986,1,8,0,1,60.0
2025-08-27,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,415,224,1440,1.853,21,800,45,33.71,34.44,34.44,5.09,0.979,2,8,0,1,60.0
2025-08-28,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,377,224,1440,1.683,22,800,38,34.86,35.5,35.5,6.62,0.982,3,8,0,1,60.0
2025-08-29,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,342,224,1440,1.527,23,800,35,35,35.73,35.73,6.68,0.98,4,8,0,1,60.0
2025-08-30,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,308,224,1440,1.375,24,800,34,35,35.67,35.67,6.68,0.981,5,8,1,1,60.0
2025-08-31,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,287,224,1440,1.281,25,800,21,36.14,35.54,35.54,5.46,1.017,6,8,1,1,60.0
2025-09-01,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,250,224,1440,1.116,26,800,37,35.14,34.5,34.5,7.47,1.019,0,9,0,1,60.0
2025-09-02,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,199,224,1440,0.888,27,800,51,34.71,34.43,34.67,7.23,1.001,1,9,0,1,60.0
2025-09-03,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,160,224,1440,0.714,28,800,39,37.29,35.5,35.69,9.39,1.045,2,9,0,1,60.0
2025-09-04,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,921,224,1440,4.112,0,800,39,36.43,35.64,35.88,8.83,1.015,3,9,0,1,60.0
2025-09-05,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,886,224,1440,3.955,1,800,35,36.57,35.79,36.06,8.87,1.014,4,9,0,1,60.0
2025-09-06,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,859,224,1440,3.835,2,800,27,36.57,35.79,36,8.87,1.016,5,9,1,1,60.0
2025-09-07,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,836,224,1440,3.732,3,800,23,35.57,35.86,35.55,9.57,1.001,6,9,1,1,60.0
2025-09-08,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,792,224,1440,3.536,4,800,44,35.86,35.5,34.95,9.08,1.026,0,9,0,1,60.0
2025-09-09,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,757,224,1440,3.379,5,800,35,36.86,35.79,35.36,9.6,1.042,1,9,0,1,60.0
2025-09-10,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,728,224,1440,3.25,6,800,29,34.57,35.93,35.35,7.3,0.978,2,9,0,1,60.0
2025-09-11,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,696,224,1440,3.107,7,800,32,33.14,34.79,35.08,7.27,0.945,3,9,0,1,60.0
2025-09-12,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,661,224,1440,2.951,8,800,35,32.14,34.36,34.96,6.79,0.919,4,9,0,1,60.0
2025-09-13,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,620,224,1440,2.768,9,800,41,32.14,34.36,34.96,6.79,0.919,5,9,1,1,60.0
2025-09-14,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,595,224,1440,2.656,10,800,25,34.14,34.86,35.19,7.08,0.97,6,9,1,1,60.0
2025-09-15,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,545,224,1440,2.433,11,800,50,34.43,35.14,34.82,6.58,0.989,0,9,0,1,60.0
2025-09-16,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,511,224,1440,2.281,12,800,34,35.29,36.07,35.34,8.22,0.998,1,9,0,1,60.0
2025-09-17,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,474,224,1440,2.116,13,800,37,35.14,34.86,35.3,8.23,0.996,2,9,0,1,60.0
2025-09-18,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,437,224,1440,1.951,14,800,37,36.29,34.71,35.27,7.78,1.029,3,9,0,1,60.0
2025-09-19,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,396,224,1440,1.768,15,800,41,37,34.57,35.3,7.55,1.048,4,9,0,1,60.0
2025-09-20,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,360,224,1440,1.607,16,800,36,37.86,35,35.43,7.63,1.068,5,9,1,1,60.0
2025-09-21,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,337,224,1440,1.504,17,800,23,37.14,35.64,35.4,7.52,1.049,6,9,1,1,60.0
2025-09-22,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,282,224,1440,1.259,18,800,55,36.86,35.64,35,8.07,1.053,0,9,0,1,60.0
2025-09-23,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,231,224,1440,1.031,19,800,51,37.57,36.43,35.97,9.52,1.045,1,9,0,1,60.0
2025-09-24,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,183,224,1440,0.817,20,800,48,40,37.57,36.73,10.57,1.089,2,9,0,1,60.0
2025-09-25,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,142,224,1440,0.634,21,800,41,41.57,38.93,37,10.86,1.124,3,9,0,1,60.0
2025-09-26,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,105,224,1440,0.469,22,800,37,42.14,39.57,37.27,10.68,1.131,4,9,0,1,60.0
2025-09-27,6,Chennai Central CHC,CHC,2,9,Pantoprazole,Gastrointestinal,71,224,1440,0.317,23,800,34,41.57,39.71,37,10.86,1.124,5,9,1,1,60.0
