date,ward_id,ward_name,centre_id,centre_name,centre_type,district_id,total_beds,current_occupied_beds,current_available_beds,current_occupancy_rate,occupied_lag_1d,occupied_lag_2d,occupied_lag_7d,occupied_lag_14d,occupied_7d_mean,occupied_14d_mean,occupied_7d_std,day_of_week,day_of_month,month,is_weekend,is_monsoon,target_occ_t1,target_rate_t1,target_occ_t2,target_rate_t2,target_occ_t3,target_rate_t3,target_occ_t4,target_rate_t4,target_occ_t5,target_rate_t5,target_occ_t6,target_rate_t6,target_occ_t7,target_rate_t7,target_occ_t8,target_rate_t8,target_occ_t9,target_rate_t9,target_occ_t10,target_rate_t10,target_occ_t11,target_rate_t11,target_occ_t12,target_rate_t12,target_occ_t13,target_rate_t13,target_occ_t14,target_rate_t14
2025-09-03,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,10,11,8,14,9.57,10.64,1.27,2,3,9,0,1,11,0.733,11,0.733,12,0.8,11,0.733,10,0.667,10,0.667,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733
2025-09-04,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,11,10,9,12,10,10.43,1.15,3,4,9,0,1,11,0.733,12,0.8,11,0.733,10,0.667,10,0.667,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533
2025-09-05,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,11,11,8,12,10.29,10.36,1.11,4,5,9,0,1,12,0.8,11,0.733,10,0.667,10,0.667,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6
2025-09-06,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,11,11,10,12,10.71,10.29,0.49,5,6,9,1,1,11,0.733,10,0.667,10,0.667,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667
2025-09-07,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,12,11,11,13,11,10.29,0.58,6,7,9,1,1,10,0.667,10,0.667,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6
2025-09-08,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,11,12,11,11,11,10.14,0.58,0,8,9,0,1,10,0.667,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533
2025-09-09,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,11,10,8,10.86,10.07,0.69,1,9,9,0,1,12,0.8,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533
2025-09-10,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,10,10,11,8,10.86,10.21,0.69,2,10,9,0,1,13,0.867,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533
2025-09-11,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,12,10,11,9,11,10.5,0.82,3,11,9,0,1,10,0.667,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667
2025-09-12,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,13,12,11,8,11.29,10.79,1.11,4,12,9,0,1,9,0.6,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733
2025-09-13,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,10,13,12,10,11.14,10.93,1.21,5,13,9,1,1,9,0.6,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6
2025-09-14,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,9,10,11,11,10.71,10.86,1.38,6,14,9,1,1,9,0.6,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733
2025-09-15,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,9,9,10,11,10.43,10.71,1.51,0,15,9,0,1,12,0.8,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8
2025-09-16,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,9,9,10,10,10.29,10.57,1.6,1,16,9,0,1,11,0.733,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8
2025-09-17,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,12,9,12,11,10.57,10.71,1.72,2,17,9,0,1,8,0.533,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867
2025-09-18,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,8,7,0.533,11,12,13,11,10.43,10.71,1.62,3,18,9,0,1,9,0.6,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867
2025-09-19,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,8,11,10,11,9.71,10.5,1.38,4,19,9,0,1,10,0.667,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933
2025-09-20,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,9,8,9,12,9.57,10.36,1.4,5,20,9,1,1,9,0.6,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867
2025-09-21,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,10,9,9,11,9.71,10.21,1.38,6,21,9,1,1,8,0.533,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0
2025-09-22,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,8,7,0.533,9,10,9,10,9.71,10.07,1.38,0,22,9,0,1,8,0.533,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0
2025-09-23,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,8,7,0.533,8,9,12,10,9.57,9.93,1.51,1,23,9,0,1,8,0.533,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933
2025-09-24,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,8,7,0.533,8,8,11,12,9,9.79,1.15,2,24,9,0,1,10,0.667,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0
2025-09-25,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,8,8,8,13,8.57,9.5,0.79,3,25,9,0,1,11,0.733,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933
2025-09-26,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,10,8,9,10,8.86,9.29,0.9,4,26,9,0,1,9,0.6,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867
2025-09-27,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,11,10,10,9,9.14,9.36,1.21,5,27,9,1,1,11,0.733,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8
2025-09-28,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,9,11,9,9,9,9.36,1.15,6,28,9,1,1,12,0.8,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667
2025-09-29,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,11,9,8,9,9.29,9.5,1.38,0,29,9,0,1,12,0.8,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733
2025-09-30,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,11,8,12,9.86,9.71,1.57,1,30,9,0,1,13,0.867,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6
2025-10-01,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,12,12,8,11,10.43,9.71,1.51,2,1,10,0,1,13,0.867,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667
2025-10-02,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,13,12,10,8,11.14,9.86,1.35,3,2,10,0,1,14,0.933,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733
2025-10-03,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,14,1,0.933,13,13,11,9,11.57,10.21,1.4,4,3,10,0,1,13,0.867,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733
2025-10-04,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,14,13,9,10,12,10.57,1.63,5,4,10,1,1,15,1.0,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867
2025-10-05,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,15,0,1.0,13,14,11,9,12.57,10.79,0.98,6,5,10,1,1,15,1.0,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933
2025-10-06,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,15,0,1.0,15,13,12,8,13.14,11.21,1.07,0,6,10,0,1,14,0.933,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867
2025-10-07,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,14,1,0.933,15,15,12,8,13.57,11.71,1.13,1,7,10,0,1,15,1.0,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8
2025-10-08,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,15,0,1.0,14,15,13,8,13.86,12.14,0.9,2,8,10,0,1,14,0.933,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8
2025-10-09,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,14,1,0.933,15,14,13,10,14.14,12.64,0.9,3,9,10,0,1,13,0.867,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8
2025-10-10,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,14,15,14,11,14.29,12.93,0.76,4,10,10,0,1,12,0.8,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733
2025-10-11,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,13,14,13,9,14.14,13.07,0.9,5,11,10,1,1,10,0.667,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667
2025-10-12,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,12,13,15,11,14,13.29,1.15,6,12,10,1,1,11,0.733,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667
2025-10-13,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,10,12,15,12,13.29,13.21,1.8,0,13,10,0,1,9,0.6,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6
2025-10-14,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,11,10,14,12,12.71,13.14,1.8,1,14,10,0,1,10,0.667,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667
2025-10-15,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,9,11,15,13,12,12.93,2.16,2,15,10,0,1,11,0.733,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733
2025-10-16,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,10,9,14,13,11.29,12.71,1.8,3,16,10,0,1,11,0.733,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867
2025-10-17,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,11,10,13,14,10.86,12.57,1.35,4,17,10,0,1,13,0.867,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867
2025-10-18,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,11,11,12,13,10.57,12.36,0.98,5,18,10,1,1,14,0.933,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933
2025-10-19,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,14,1,0.933,13,11,10,15,10.71,12.36,1.25,6,19,10,1,1,13,0.867,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8
2025-10-20,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,14,13,11,15,11.29,12.29,1.7,0,20,10,0,1,12,0.8,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8
2025-10-21,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,13,14,9,14,11.57,12.14,1.81,1,21,10,0,1,12,0.8,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8
2025-10-22,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,13,10,15,12,12,1.41,2,22,10,0,1,12,0.8,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8
2025-10-23,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,11,14,12.29,11.79,1.11,3,23,10,0,1,11,0.733,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8
2025-10-24,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,12,12,11,13,12.43,11.64,0.98,4,24,10,0,1,10,0.667,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733
2025-10-25,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,11,12,13,12,12.43,11.5,0.98,5,25,10,1,1,10,0.667,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733
2025-10-26,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,11,14,10,12,11.36,1.29,6,26,10,1,1,9,0.6,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8
2025-10-27,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,10,10,13,11,11.43,11.36,1.13,0,27,10,0,1,10,0.667,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6
2025-10-28,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,9,10,12,9,10.86,11.21,1.21,1,28,10,0,1,11,0.733,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667
2025-10-29,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,10,9,12,10,10.57,11.29,1.13,2,29,10,0,1,13,0.867,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667
2025-10-30,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,11,10,12,11,10.43,11.36,0.98,3,30,10,0,1,13,0.867,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667
2025-10-31,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,13,11,11,11,10.57,11.5,1.27,4,31,10,0,1,14,0.933,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733
2025-11-01,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,14,1,0.933,13,13,10,13,10.86,11.64,1.57,5,1,11,1,1,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867
2025-11-02,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,14,13,10,14,11.43,11.71,1.9,6,2,11,1,1,12,0.8,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733
2025-11-03,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,14,9,13,11.71,11.57,1.8,0,3,11,0,1,12,0.8,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667
2025-11-04,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,10,12,12.14,11.5,1.35,1,4,11,0,1,12,0.8,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667
2025-11-05,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,11,12,12.43,11.5,0.98,2,5,11,0,1,12,0.8,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533
2025-11-06,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,13,12,12.57,11.5,0.79,3,6,11,0,1,11,0.733,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667
2025-11-07,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,12,12,13,11,12.43,11.5,0.79,4,7,11,0,1,11,0.733,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667
2025-11-08,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,11,12,14,10,12.14,11.5,0.9,5,8,11,1,1,12,0.8,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667
2025-11-09,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,11,11,12,10,11.71,11.57,0.49,6,9,11,1,1,9,0.6,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8
2025-11-10,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,9,6,0.6,12,11,12,9,11.71,11.71,0.49,0,10,11,0,1,10,0.667,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8
2025-11-11,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,9,12,12,10,11.29,11.71,1.11,1,11,11,0,1,10,0.667,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8
2025-11-12,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,9,12,11,11,11.71,1.15,2,12,11,0,1,10,0.667,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8
2025-11-13,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,10,12,13,10.71,11.64,1.11,3,13,11,0,1,11,0.733,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8
2025-11-14,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,10,10,11,13,10.43,11.43,0.98,4,14,11,0,1,13,0.867,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667
2025-11-15,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,13,2,0.867,11,10,11,14,10.43,11.29,0.98,5,15,11,1,1,11,0.733,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6
2025-11-16,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,11,4,0.733,13,11,12,12,10.71,11.21,1.38,6,16,11,1,1,10,0.667,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533
2025-11-17,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,11,13,9,12,10.57,11.14,1.27,0,17,11,0,1,10,0.667,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6
2025-11-18,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,11,10,12,10.71,11,1.11,1,18,11,0,1,8,0.533,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6
2025-11-19,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,8,7,0.533,10,10,10,12,10.71,10.86,1.11,2,19,11,0,1,10,0.667,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733
2025-11-20,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,8,10,10,12,10.43,10.57,1.51,3,20,11,0,1,10,0.667,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733
2025-11-21,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,8,11,11,10.43,10.43,1.51,4,21,11,0,1,10,0.667,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733
2025-11-22,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,10,5,0.667,10,10,13,11,10.29,10.36,1.5,5,22,11,1,1,12,0.8,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733,10,0.667
2025-11-23,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,10,10,11,12,9.86,10.29,0.9,6,23,11,1,1,12,0.8,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733,10,0.667,10,0.667
2025-11-24,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,10,10,9,10,10.29,1.15,0,24,11,0,1,12,0.8,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733,10,0.667,10,0.667,9,0.6
2025-11-25,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,10,10,10.29,10.5,1.38,1,25,11,0,1,12,0.8,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733,10,0.667,10,0.667,9,0.6,8,0.533
2025-11-26,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,8,10,10.57,10.64,1.51,2,26,11,0,1,12,0.8,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733,10,0.667,10,0.667,9,0.6,8,0.533,9,0.6
2025-11-27,8,Maternity,3,Coimbatore Central CHC,CHC,1,15,12,3,0.8,12,12,10,10,11.14,10.79,1.07,3,27,11,0,1,10,0.667,9,0.6,8,0.533,9,0.6,9,0.6,11,0.733,11,0.733,11,0.733,10,0.667,10,0.667,9,0.6,8,0.533,9,0.6,8,0.533
